time,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_6_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,joint_6_velocity,joint_1_acceleration,joint_2_acceleration,joint_3_acceleration,joint_4_acceleration,joint_5_acceleration,joint_6_acceleration,quaternion_x,quaternion_y,quaternion_z,quaternion_w
7.40000000,0.44384421,0.59619639,0.92988138,0.08423179,-0.06329995,-0.00107756,-0.35419404,-0.23786139,-0.43306987,-0.03892320,0.02768150,0.00043486,0.16269927,-0.14961366,-0.10971298,-0.00353954,0.00559623,0.00022735,0.16577460,-0.04689619,-0.29412310,0.94011229
7.50000000,0.40842481,0.57241025,0.88657439,0.08033947,-0.06053180,-0.00103408,-0.33792412,-0.25282275,-0.44404116,-0.03927716,0.02824112,0.00045759,0.16988132,-0.13203493,-0.09234115,-0.00332332,0.00521141,0.00020117,0.16502999,-0.04223537,-0.28664185,0.94277130
7.60000000,0.37463240,0.54712797,0.84217027,0.07641176,-0.05770769,-0.00098832,-0.32093598,-0.26602624,-0.45327528,-0.03960949,0.02876226,0.00047771,0.17468877,-0.11337786,-0.07386161,-0.00300722,0.00473504,0.00017367,0.16427367,-0.03715927,-0.27885432,0.94544889
7.70000000,0.34253880,0.52052535,0.79684275,0.07245081,-0.05483146,-0.00094055,-0.30346711,-0.27736403,-0.46066144,-0.03991021,0.02923577,0.00049508,0.17712405,-0.09384160,-0.05434146,-0.00256185,0.00415172,0.00014504,0.16349535,-0.03167093,-0.27081282,0.94811741
7.80000000,0.31219209,0.49278895,0.75077660,0.06845979,-0.05190789,-0.00089104,-0.28575470,-0.28674819,-0.46609559,-0.04016639,0.02965094,0.00050958,0.17726769,-0.07362993,-0.03387057,-0.00196285,0.00344933,0.00011543,0.16268533,-0.02577715,-0.26257937,0.95074765
7.90000000,0.28361662,0.46411413,0.70416704,0.06444315,-0.04894279,-0.00084008,-0.26802793,-0.29411118,-0.46948264,-0.04036268,0.02999587,0.00052112,0.17527778,-0.05294385,-0.01255583,-0.00119137,0.00261924,0.00008502,0.16183588,-0.01948981,-0.25422359,0.95330984
8.00000000,0.25681382,0.43470301,0.65721878,0.06040688,-0.04594321,-0.00078797,-0.25050016,-0.29940557,-0.47073823,-0.04048182,0.03025780,0.00052963,0.17138424,-0.03197465,0.00948514,-0.00023427,0.00165622,0.00005393,0.16094242,-0.01282715,-0.24581995,0.95577484
8.10000000,0.23176381,0.40476245,0.61014496,0.05635870,-0.04291743,-0.00073501,-0.23336173,-0.30260303,-0.46978971,-0.04050524,0.03042342,0.00053502,0.16587874,-0.01089839,0.03213031,0.00091615,0.00055827,0.00002229,0.16000415,-0.00581499,-0.23744468,0.95811527
8.20000000,0.20842763,0.37450215,0.56316598,0.05230817,-0.03987509,-0.00068150,-0.21677386,-0.30369287,-0.46657668,-0.04041363,0.03047925,0.00053725,0.15910134,0.01012821,0.05525879,0.00226260,-0.00067380,-0.00000982,0.15902425,0.00151237,-0.22917265,0.96030666
8.30000000,0.18675025,0.34413286,0.51650832,0.04826681,-0.03682716,-0.00062778,-0.20086372,-0.30268005,-0.46105080,-0.04018737,0.03041187,0.00053626,0.15142488,0.03097017,0.07875546,0.00380354,-0.00203685,-0.00004231,0.15800963,0.00911167,-0.22107444,0.96232843
8.40000000,0.16666388,0.31386486,0.47040324,0.04424807,-0.03378597,-0.00057415,-0.18572124,-0.29958304,-0.45317526,-0.03980702,0.03020818,0.00053203,0.14323858,0.05151516,0.10251442,0.00553390,-0.00352590,-0.00007513,0.15697023,0.01693072,-0.21321409,0.96416463
8.50000000,0.14809175,0.28390655,0.42508571,0.04026737,-0.03076516,-0.00052095,-0.17139738,-0.29443152,-0.44292381,-0.03925362,0.02985559,0.00052452,0.13493168,0.07167326,0.12644123,0.00744597,-0.00513463,-0.00010825,0.15591820,0.02490889,-0.20564742,0.96580443
