t,J1,J2,J3,J4,J5,J6
8.787878787878787179e+00,-8.088027238845825195e-01,-2.363195866346359253e-01,1.437005519866943359e+00,-1.009874939918518066e+00,-1.363883256912231445e+00,6.546864509582519531e-01
8.888888888888889284e+00,-7.032328844070434570e-01,-2.054737210273742676e-01,1.249438881874084473e+00,-8.780599832534790039e-01,-1.185860991477966309e+00,5.692328214645385742e-01
8.989898989898989612e+00,-5.994691848754882812e-01,-1.751555800437927246e-01,1.065081238746643066e+00,-7.485001087188720703e-01,-1.010884404182434082e+00,4.852411746978759766e-01
9.090909090909089940e+00,-4.992872476577758789e-01,-1.458839774131774902e-01,8.870872259140014648e-01,-6.234124898910522461e-01,-8.419476747512817383e-01,4.041487574577331543e-01
9.191919191919192045e+00,-4.044014215469360352e-01,-1.181598305702209473e-01,7.185029983520507812e-01,-5.049376487731933594e-01,-6.819417476654052734e-01,3.273432850837707520e-01
9.292929292929292373e+00,-3.164347410202026367e-01,-9.245729446411132812e-02,5.622117519378662109e-01,-3.951019048690795898e-01,-5.336036682128906250e-01,2.561385631561279297e-01
9.393939393939394478e+00,-2.368928194046020508e-01,-6.921640038490295410e-02,4.208891391754150391e-01,-2.957854270935058594e-01,-3.994719982147216797e-01,1.917531490325927734e-01
9.494949494949494806e+00,-1.671361923217773438e-01,-4.883459210395812988e-02,2.969520092010498047e-01,-2.086870670318603516e-01,-2.818415164947509766e-01,1.352885961532592773e-01
9.595959595959595134e+00,-1.083589792251586914e-01,-3.166082501411437988e-02,1.925222873687744141e-01,-1.352975368499755859e-01,-1.827256679534912109e-01,8.771133422851562500e-02
9.696969696969697239e+00,-6.156635284423828125e-02,-1.798874139785766602e-02,1.093854904174804688e-01,-7.687211036682128906e-02,-1.038193702697753906e-01,4.983496665954589844e-02
9.797979797979797567e+00,-2.755916118621826172e-02,-8.052378892898559570e-03,4.896473884582519531e-02,-3.441059589385986328e-02,-4.647302627563476562e-02,2.230787277221679688e-02
9.898989898989899672e+00,-6.919503211975097656e-03,-2.021759748458862305e-03,1.229381561279296875e-02,-8.639574050903320312e-03,-1.166820526123046875e-02,5.600929260253906250e-03
1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
