t,J1,J2,J3,J4,J5,J6
7.171717171717171269e+00,-1.980866909027099609e+00,-2.346774339675903320e-01,-1.107869148254394531e-01,-1.376258611679077148e+00,-8.148634433746337891e-01,3.842426091432571411e-02
7.272727272727272485e+00,-1.997062921524047852e+00,-2.495273351669311523e-01,-1.365640163421630859e-01,-1.383409619331359863e+00,-8.177303075790405273e-01,3.767324984073638916e-02
7.373737373737373701e+00,-2.003574609756469727e+00,-2.554976940155029297e-01,-1.469275951385498047e-01,-1.386284589767456055e+00,-8.188829421997070312e-01,3.737131506204605103e-02
7.474747474747474918e+00,-2.004577398300170898e+00,-2.564172744750976562e-01,-1.485238075256347656e-01,-1.386727452278137207e+00,-8.190604448318481445e-01,3.732480853796005249e-02
7.575757575757575246e+00,-2.004577398300170898e+00,-2.564173042774200439e-01,-1.485238075256347656e-01,-1.386727452278137207e+00,-8.190604448318481445e-01,3.732480853796005249e-02
7.676767676767676463e+00,-2.003216505050659180e+00,-2.562432289123535156e-01,-1.484229713678359985e-01,-1.385785937309265137e+00,-8.185043931007385254e-01,3.729946911334991455e-02
7.777777777777777679e+00,-1.994378566741943359e+00,-2.551127076148986816e-01,-1.477681547403335571e-01,-1.379672050476074219e+00,-8.148932456970214844e-01,3.713490813970565796e-02
7.878787878787878896e+00,-1.972399473190307617e+00,-2.523012161254882812e-01,-1.461396664381027222e-01,-1.364467382431030273e+00,-8.059126734733581543e-01,3.672566264867782593e-02
7.979797979797979224e+00,-1.933427214622497559e+00,-2.473160773515701294e-01,-1.432521343231201172e-01,-1.337507128715515137e+00,-7.899888753890991211e-01,3.600000962615013123e-02
8.080808080808081328e+00,-1.875241637229919434e+00,-2.398732006549835205e-01,-1.389410197734832764e-01,-1.297255516052246094e+00,-7.662144899368286133e-01,3.491660580039024353e-02
8.181818181818181657e+00,-1.797072291374206543e+00,-2.298741042613983154e-01,-1.331492662429809570e-01,-1.243179559707641602e+00,-7.342748641967773438e-01,3.346110880374908447e-02
8.282828282828281985e+00,-1.699417591094970703e+00,-2.173825204372406006e-01,-1.259138137102127075e-01,-1.175623893737792969e+00,-6.943736672401428223e-01,3.164279833436012268e-02
8.383838383838384090e+00,-1.583863615989685059e+00,-2.026013135910034180e-01,-1.173521429300308228e-01,-1.095685839653015137e+00,-6.471588611602783203e-01,2.949120476841926575e-02
8.484848484848484418e+00,-1.452902555465698242e+00,-1.858493387699127197e-01,-1.076489388942718506e-01,-1.005089640617370605e+00,-5.936488509178161621e-01,2.705274149775505066e-02
8.585858585858586522e+00,-1.309751749038696289e+00,-1.675380766391754150e-01,-9.704256057739257812e-02,-9.060606956481933594e-01,-5.351581573486328125e-01,2.438730373978614807e-02
8.686868686868686851e+00,-1.158172726631164551e+00,-1.481486856937408447e-01,-8.581171184778213501e-02,-8.012012243270874023e-01,-4.732236564159393311e-01,2.156493254005908966e-02
8.787878787878787179e+00,-1.002288699150085449e+00,-1.282086521387100220e-01,-7.426190376281738281e-02,-6.933637261390686035e-01,-4.095302224159240723e-01,1.866240426898002625e-02
8.888888888888889284e+00,-8.464044332504272461e-01,-1.082685738801956177e-01,-6.271207332611083984e-02,-5.855260491371154785e-01,-3.458366692066192627e-01,1.575987227261066437e-02
8.989898989898989612e+00,-6.948252916336059570e-01,-8.887919783592224121e-02,-5.148122459650039673e-02,-4.806665778160095215e-01,-2.839022278785705566e-01,1.293750107288360596e-02
9.090909090909089940e+00,-5.516747236251831055e-01,-7.056796550750732422e-02,-4.087486863136291504e-02,-3.816378116607666016e-01,-2.254115939140319824e-01,1.027206890285015106e-02
9.191919191919192045e+00,-4.207142591476440430e-01,-5.381603538990020752e-02,-3.117169439792633057e-02,-2.910418510437011719e-01,-1.719017624855041504e-01,7.833611220121383667e-03
9.292929292929292373e+00,-3.051601648330688477e-01,-3.903484344482421875e-02,-2.261002361774444580e-02,-2.111039161682128906e-01,-1.246869564056396484e-01,5.682017654180526733e-03
9.393939393939394478e+00,-2.075051069259643555e-01,-2.654320001602172852e-02,-1.537454128265380859e-02,-1.435480117797851562e-01,-8.478558063507080078e-02,3.863699734210968018e-03
9.494949494949494806e+00,-1.293350458145141602e-01,-1.654401421546936035e-02,-9.582743048667907715e-03,-8.947145938873291016e-02,-5.284565687179565430e-02,2.408191561698913574e-03
9.595959595959595134e+00,-7.115018367767333984e-02,-9.101241827011108398e-03,-5.271688103675842285e-03,-4.922032356262207031e-02,-2.907162904739379883e-02,1.324802637100219727e-03
9.696969696969697239e+00,-3.217792510986328125e-02,-4.116088151931762695e-03,-2.384141087532043457e-03,-2.226006984710693359e-02,-1.314777135848999023e-02,5.991458892822265625e-04
9.797979797979797567e+00,-1.019799709320068359e-02,-1.304477453231811523e-03,-7.555931806564331055e-04,-7.054805755615234375e-03,-4.166841506958007812e-03,1.898854970932006836e-04
9.898989898989899672e+00,-1.361131668090820312e-03,-1.741051673889160156e-04,-1.008510589599609375e-04,-9.416341781616210938e-04,-5.561709403991699219e-04,2.534314990043640137e-05
1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
